Label,Message
Flight,The PNR for your AirAsia Flt 2R424 for TEI-AMD on 2010-03-21 at 16:55 hrs  is BBVT8T. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: Chennai to: KANNUR PsngrName: Caden TripCode: 2112CheKAN PNR No.: J46148141 JnyDate: 2010-05-09 DepTime: 21:12  SeatNo.: 11, 32, 34, 27, 54  Class: AC Sleeper  BoardingPt: Chennai Rly Station Txn Password: 6771 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Delivery,"Dear Guest, Thanks for choosing Whole Foods Market Columbus Circle. Order ID 4574. Delivery by 2012-08-22 21:31. Enjoy 4% discount on your next purchase. Code BXRLVW. T&C."
Hotel,"Welcome to Pepper Lunch R.No. 440, 585, 550, 135 Ch.In 2011-05-17 19:35 Ch.out 2011-06-03 12:00."
Payment,Bill dated 2012-12-13 for Rs 1145 has been generated for your Docomo fixedline/broadband relationship no. 64745413. The same will reach you by 2012-12-16. Due date: 2012-12-28.
Flight,The PNR for your AirAsia Flt 4P237 for GWL-VGA on 2012-03-31 at 22:44 hrs  is WV9230. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,Aryan Auto Agency : Service of your car KA68J6628 is due in 73 days on 2009-11-24. Please contact us at 9265142625 to book a service.
PickUp,"Repair ref.no for your car is JC51214536 opened on 2010-02-02 1:49hrs,ETD of your car is 2010-02-03 17:34hrs and est.repair amt is Rs.2163 Rgds, Lakshmi Auto Agency"
Movie,"Hi Customer, Booking ID: WRND3ZS. Seats: PLATINUM-J13,J14,J15,J16,J17,J18,J19,J20, 8 seat(s) for X-Men: Apocalypse on 2010-03-04 6:51 at Gopalan Grand Mall: Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
Movie,"Hi Customer, Booking ID: WGZ3F6Z. Seats: GOLD-G4,G5,G6, 3 seat(s) for Suicide Squad on 2013-05-04 5:34 at PVR: MSR Elements Mall, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Expiry,Lakshmi Auto Agency : Service of your car KA82Q8653 is due in 16 days on 2014-10-13. Please contact us at 9861341737 to book a service.
Cab,"Thank you for choosing radiocabs for 2014-10-26 at 14:12. Cab:KA66L5686 , Chauffer: Clayton, Cell: 9587217433 will reach you. T&C apply, visit www.radiocabs.com"
Hotel,"Welcome to Rousse Shipyard West J.S.C. Shipbuilding and shiprepair R.No. 192, 186, 578 Ch.In 2010-10-26 20:28 Ch.out 2010-10-27 12:00."
Expiry,Maha Veer Auto Agency : Service of your car KA62J5217 is due in 31 days on 2011-09-16. Please contact us at 9721523567 to book a service.
Hotel,"Welcome to FIRST COML BSHRS R.No. 528, 124, 116 Ch.In 2011-12-06 7:40 Ch.out 2011-12-23 12:00."
PickUp,"Repair ref.no for your car is JC36271177 opened on 2013-01-09 2:26hrs,ETD of your car is 2013-01-10 7:26hrs and est.repair amt is Rs.365 Rgds, True Value"
Delivery,"Dear Guest, Thanks for choosing Sumo Salad. Order ID 2367. Delivery by 2015-04-05 12:28. Enjoy 6% discount on your next purchase. Code V95QJJ. T&C."
Delivery,"Dear Guest, Thanks for choosing Slow 's Bar BQ. Order ID 1738. Delivery by 2014-12-16 5:28. Enjoy 25% discount on your next purchase. Code FKLYRN. T&C."
Train,"PNR:8421146544,TRAIN:4436,DOJ:2012-07-13,AC3,BORA-BYT,Dep:0:17, Shawn,B1 73 , Fare:3754,SC:10.0+PG+INS"
Appointment,"DEAR Nicholas, THANK YOU FOR YOUR BOOKING (ORDER ID: 55737), YOUR ORDER HAS BEEN ASSIGNED TO Colby(9133826482) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-08-13 at 18:30. FOR ASSISTANCE WHATSAPP US ON 8643756354."
Hotel,"Welcome to Canyons of the Ancients R.No. 249, 492, 429, 398 Ch.In 2011-07-28 19:17 Ch.out 2011-07-30 12:00."
Flight,The PNR for your JET Airways Flt 4D271 for TRV-LDA on 2009-11-05 at 14:26 hrs  is T3RQZF. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Home Cafe. Order ID 6861. Delivery by 2014-05-31 4:46. Enjoy 3% discount on your next purchase. Code Y67W3T. T&C."
Bus,"* KSRTC m-Ticket *  from: SRINGERI to: MANTRALAYA PsngrName: Derrick TripCode: 1123SRIMAN PNR No.: J59727839 JnyDate: 2010-02-19 DepTime: 11:23  SeatNo.: 5, 22, 23  Class: Non-AC Sleeper  BoardingPt: SRINGERI Bus Stand Road Txn Password: 5124 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Payment,Bill dated 2013-12-19 for Rs 892 has been generated for your Jio fixedline/broadband relationship no. 68268346. The same will reach you by 2013-12-22. Due date: 2014-01-03.
Bus,"* KSRTC m-Ticket *  from: PONDICHERRY to: MERCARA MADIKERI PsngrName: Jack TripCode: 429PONMER PNR No.: J13905085 JnyDate: 2009-10-27 DepTime: 4:29  SeatNo.: 1, 35, 5, 33, 12, 54, 55, 57  Class: AC Sleeper  BoardingPt: PONDICHERRY Residency Road Txn Password: 6547 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Cab,"Thank you for choosing Ola for 2015-06-14 at 11:45. Cab:KA54O2664 , Chauffer: George, Cell: 9377768356 will reach you. T&C apply, visit www.Ola.com"
Train,"PNR:1264671758,TRAIN:46632,DOJ:2010-01-09,AC3,BRPL-BVS,Dep:8:27, Skyler,B3 39 , Fare:9488,SC:10.0+PG+INS"
Bus,"* KSRTC m-Ticket *  from: SRINGERI to: TRICHY PsngrName: Diego TripCode: 1121SRITRI PNR No.: J10754944 JnyDate: 2009-11-19 DepTime: 11:21  SeatNo.: 41, 18, 35  Class: AC Sleeper  BoardingPt: SRINGERI Rly Station Txn Password: 1572 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Bus,"* KSRTC m-Ticket *  from: Mumbai to: Belagavi PsngrName: Cesar TripCode: 2233MumBel PNR No.: J63283646 JnyDate: 2014-04-11 DepTime: 22:33  SeatNo.: 2, 11, 7, 8, 39, 13, 50, 52, 23, 56  Class: Non-AC chair  BoardingPt: Mumbai Rly Station Txn Password: 2743 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Bus,"* KSRTC m-Ticket *  from: Bengaluru to: KASARGOD PsngrName: Hunter TripCode: 1446BenKAS PNR No.: J43096359 JnyDate: 2010-10-18 DepTime: 14:46  SeatNo.: 1, 43, 44, 52  Class: AC Sleeper  BoardingPt: Bengaluru Rly Station Txn Password: 6431 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Delivery,"Dear Guest, Thanks for choosing Ali Baba. Order ID 8561. Delivery by 2012-04-24 10:41. Enjoy 16% discount on your next purchase. Code IPJ3CJ. T&C."
Cab,"Thank you for choosing taxiforsure for 2014-12-29 at 15:16. Cab:KA11I7854 , Chauffer: Calvin, Cell: 9864355526 will reach you. T&C apply, visit www.taxiforsure.com"
Delivery,"Dear Guest, Thanks for choosing Big Boy Restaurants. Order ID 2826. Delivery by 2009-09-09 21:56. Enjoy 16% discount on your next purchase. Code HL70N6. T&C."
Appointment,"DEAR Daniel, THANK YOU FOR YOUR BOOKING (ORDER ID: 62422), YOUR ORDER HAS BEEN ASSIGNED TO Marco(9352781151) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-12-30 at 23:46. FOR ASSISTANCE WHATSAPP US ON 8238815324."
Delivery,"Dear Guest, Thanks for choosing The Chilli 's Paradise. Order ID 8547. Delivery by 2013-09-29 21:22. Enjoy 18% discount on your next purchase. Code Q9V2QB. T&C."
Bus,* KSRTC m-Ticket *  from: SRIHARIKOTA to: SRINGERI PsngrName: Evan TripCode: 1021SRISRI PNR No.: J26477617 JnyDate: 2009-11-03 DepTime: 10:21  SeatNo.: 45  Class: Non-AC chair  BoardingPt: SRIHARIKOTA Bus Stand Road Txn Password: 1276 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
Hotel,Welcome to Indiana Institute of Technology R.No. 467 Ch.In 2013-11-20 5:19 Ch.out 2013-11-21 12:00.
Cab,"Thank you for choosing KSRTC for 2012-09-05 at 1:28. Cab:KA84T5457 , Chauffer: Bryce, Cell: 9516851147 will reach you. T&C apply, visit www.KSRTC.com"
Flight,The PNR for your SPICE JET Flt 6M777 for CCU-PNQ on 2011-03-28 at 17:24 hrs  is VJIYNL. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Flight,The PNR for your AirAsia Flt 7P822 for AGX-LKO on 2014-12-10 at 6:31 hrs  is JV3HTU. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to Lakme R.No. 249, 324, 124 Ch.In 2015-04-18 14:26 Ch.out 2015-04-23 12:00."
Appointment,Appointment with Dr Andre in Kozhikode on 2010-11-17 at 19:54 is confirmed. For queries call 1800 2855 4654. Your appt. might get delayed in case the doctor is attending an emergency.
Cab,"Thank you for choosing Uber for 2010-10-17 at 8:56. Cab:KA88Z2484 , Chauffer: Jaden, Cell: 9772878888 will reach you. T&C apply, visit www.Uber.com"
Flight,The PNR for your AirAsia Flt 5C466 for JLR-DIB on 2012-10-04 at 7:13 hrs  is Q3975N. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Cab,"Thank you for choosing taxiforsure for 2013-11-23 at 4:48. Cab:KA21W2756 , Chauffer: Henry, Cell: 9374824277 will reach you. T&C apply, visit www.taxiforsure.com"
Reservation,"[Sutra] Hi Miles, your reservation is confirmed for 8 people on 2014-04-21 at 22:49. We can hold your table for a maximum of 42 mins."
Cab,"Thank you for choosing KSRTC for 2014-07-07 at 18:28. Cab:KA78X2124 , Chauffer: Brett, Cell: 9371135237 will reach you. T&C apply, visit www.KSRTC.com"
Flight,The PNR for your JET Airways Flt 3G153 for GAY-DMU on 2010-12-17 at 0:45 hrs  is AV5GB6. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to panic room R.No. 453, 141 Ch.In 2011-02-28 15:23 Ch.out 2011-03-16 12:00."
Appointment,Appointment with Dr Andres in CHIKKAMAGALURU on 2010-03-10 at 18:29 is confirmed. For queries call 1800 7226 1375. Your appt. might get delayed in case the doctor is attending an emergency.
Flight,The PNR for your Air India Flt 5Z111 for DMU-GAY on 2010-08-03 at 13:24 hrs  is DABQ1H. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
PickUp,"Repair ref.no for your car is JC41111411 opened on 2015-08-15 14:32hrs,ETD of your car is 2015-08-16 1:10hrs and est.repair amt is Rs.1747 Rgds, Aryan Auto Agency"
Reservation,"[Cafe Gratitude] Hi Carlos, your reservation is confirmed for 12 people on 2015-02-15 at 8:32. We can hold your table for a maximum of 40 mins."
Cab,"Thank you for choosing Ola for 2014-12-06 at 21:28. Cab:KA12B1887 , Chauffer: Aidan, Cell: 9552117532 will reach you. T&C apply, visit www.Ola.com"
Reservation,"[JW Marriot] Hi Brendan, your reservation is confirmed for 3 people on 2013-08-13 at 2:33. We can hold your table for a maximum of 44 mins."
Appointment,"DEAR Nathaniel, THANK YOU FOR YOUR BOOKING (ORDER ID: 11178), YOUR ORDER HAS BEEN ASSIGNED TO Colby(9736521177) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2015-02-15 at 22:42. FOR ASSISTANCE WHATSAPP US ON 8478741466."
PickUp,"Repair ref.no for your car is JC37123485 opened on 2014-03-11 0:14hrs,ETD of your car is 2014-03-12 4:45hrs and est.repair amt is Rs.2695 Rgds, Sarden Auto Agency"
Movie,"Hi Customer, Booking ID: W97LKZ8. Seats: STANDARD-M10,M11,M12,M13,M14,M15,M16,M17, 8 seat(s) for Miss Peregrine's Home for Peculiar Children on 2010-02-08 13:13 at PVR: Market City, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Flight,The PNR for your SPICE JET Flt 7K515 for BHJ-CJB on 2012-11-12 at 6:30 hrs  is F98DTP. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Movie,"Hi Customer, Booking ID: WLK0971. Seats: STANDARD-D3,D4,D5, 3 seat(s) for Rogue One on 2013-05-07 17:27 at Cinepolis: Orion East Mall, Banaswadi. Please carry your CC/DC card which was used for booking tickets."
Movie,"Hi Customer, Booking ID: WKVKT04. Seats: GOLD-J5,J6,J7,J8,J9, 5 seat(s) for Split on 2011-10-11 1:43 at The Cinema GT World: Magadi Rd, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Hotel,"Welcome to Automatic Data R.No. 184, 210, 587 Ch.In 2011-01-15 21:10 Ch.out 2011-01-26 12:00."
Delivery,"Dear Guest, Thanks for choosing The River Cafe. Order ID 3151. Delivery by 2015-04-22 12:47. Enjoy 10% discount on your next purchase. Code SXGWPN. T&C."
Reservation,"[Garden Grill] Hi Johnny, your reservation is confirmed for 19 people on 2010-06-25 at 9:22. We can hold your table for a maximum of 6 mins."
Flight,The PNR for your SPICE JET Flt 3P167 for IXM-TEZ on 2010-09-09 at 5:16 hrs  is M9B0HT. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Train,"PNR:4161857515,TRAIN:4441,DOJ:2013-02-09,SL,BQA-BHJA,Dep:22:37, Blake,S1 79 , Fare:5298,SC:10.0+PG+INS"
Bus,"* KSRTC m-Ticket *  from: HASSAN to: COONUR PsngrName: Ian TripCode: 1015HASCOO PNR No.: J89433864 JnyDate: 2013-08-01 DepTime: 10:15  SeatNo.: 38, 41, 51, 23, 26, 30  Class: Non-AC Sleeper  BoardingPt: HASSAN Bus Stand Road Txn Password: 7318 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Expiry,Bimal Auto Agency : Service of your car KA63V4627 is due in 64 days on 2012-11-05. Please contact us at 9538875453 to book a service.
Bus,"* KSRTC m-Ticket *  from: KOLAR to: PUDUKOTAI PsngrName: William TripCode: 255KOLPUD PNR No.: J50474070 JnyDate: 2012-05-18 DepTime: 2:55  SeatNo.: 58, 4, 29, 30, 39  Class: Non-AC Sleeper  BoardingPt: KOLAR MG Road Txn Password: 3322 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Reservation,"[Wayne 's Coffee] Hi Brendan, your reservation is confirmed for 1 people on 2015-02-19 at 19:21. We can hold your table for a maximum of 41 mins."
Appointment,Appointment with Dr Landon in KOTTAYAM on 2014-07-11 at 1:10 is confirmed. For queries call 1800 3732 8625. Your appt. might get delayed in case the doctor is attending an emergency.
Appointment,"DEAR Jorge, THANK YOU FOR YOUR BOOKING (ORDER ID: 64233), YOUR ORDER HAS BEEN ASSIGNED TO Omar(9243255423) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-11-05 at 19:53. FOR ASSISTANCE WHATSAPP US ON 8646474547."
PickUp,"Repair ref.no for your car is JC38813728 opened on 2010-04-18 19:21hrs,ETD of your car is 2010-04-19 14:12hrs and est.repair amt is Rs.2874 Rgds, Maruti Auto Agency"
Movie,"Hi Customer, Booking ID: WZI52FF. Seats: GOLD-N12,N13,N14, 3 seat(s) for Now You See Me 2 on 2015-06-26 7:52 at INOX: Brookefield Mall. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing Laura Secord Chocolates. Order ID 3754. Delivery by 2014-02-04 11:29. Enjoy 24% discount on your next purchase. Code I2O8N1. T&C."
Movie,"Hi Customer, Booking ID: WFGBRMK. Seats: PLATINUM-K7,K8,K9,K10,K11,K12,K13,K14, 8 seat(s) for Deadpool on 2013-11-26 15:28 at INOX: Central, JP Nagar, Mantri Junction. Please carry your CC/DC card which was used for booking tickets."
Payment,Bill dated 2011-03-31 for Rs 1005 has been generated for your Aircel fixedline/broadband relationship no. 41427336. The same will reach you by 2011-04-03. Due date: 2011-04-15.
Expiry,Maruti Auto Agency : Service of your car KA47S7268 is due in 73 days on 2011-12-01. Please contact us at 9255764583 to book a service.
Reservation,"[pitfire] Hi Edwin, your reservation is confirmed for 2 people on 2015-05-06 at 16:55. We can hold your table for a maximum of 12 mins."
Flight,The PNR for your JET Airways Flt 3Y674 for AMD-KTU on 2013-10-21 at 16:54 hrs  is KHN8J2. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Reservation,"[Michie Tavern] Hi Dominic, your reservation is confirmed for 23 people on 2011-03-14 at 4:53. We can hold your table for a maximum of 26 mins."
Bus,"* KSRTC m-Ticket *  from: KOLAR to: KIAL PsngrName: Adam TripCode: 2126KOLKIA PNR No.: J22577029 JnyDate: 2009-09-16 DepTime: 21:26  SeatNo.: 33, 6  Class: Non-AC chair  BoardingPt: KOLAR Bus Stand Road Txn Password: 1754 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
PickUp,"Repair ref.no for your car is JC62566536 opened on 2015-07-01 5:51hrs,ETD of your car is 2015-07-02 22:40hrs and est.repair amt is Rs.2507 Rgds, Hyundai Auto Agency"
Appointment,"DEAR Blake, THANK YOU FOR YOUR BOOKING (ORDER ID: 57565), YOUR ORDER HAS BEEN ASSIGNED TO Braden(9738475786) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-09-27 at 16:35. FOR ASSISTANCE WHATSAPP US ON 8446376612."
Flight,The PNR for your Air India Flt 3H562 for GAU-RTC on 2009-09-08 at 10:13 hrs  is QWGO3I. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Movie,"Hi Customer, Booking ID: WYSX2SF. Seats: SILVER-I16,I17, 2 seat(s) for The Angry Birds Movie on 2013-09-16 9:45 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
Train,"PNR:3133227417,TRAIN:32613,DOJ:2009-12-29,FC,BDHL-BLSN,Dep:21:57, Cameron,F7 43 , Fare:556,SC:10.0+PG+INS"
Appointment,"DEAR Ethan, THANK YOU FOR YOUR BOOKING (ORDER ID: 23173), YOUR ORDER HAS BEEN ASSIGNED TO Trey(9553532736) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-01-19 at 6:18. FOR ASSISTANCE WHATSAPP US ON 8464442511."
Hotel,"Welcome to UFO Revolving Restaurant R.No. 496, 506, 516, 479 Ch.In 2011-09-21 12:28 Ch.out 2011-09-28 12:00."
Bus,"* KSRTC m-Ticket *  from: COONUR to: KARAIKUDI PsngrName: Luis TripCode: 633COOKAR PNR No.: J29376156 JnyDate: 2010-09-20 DepTime: 6:33  SeatNo.: 34, 26, 36, 29, 30  Class: Non-AC chair  BoardingPt: COONUR MG Road Txn Password: 4146 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Reservation,"[Lorenzo's Restaurant & Cabaret] Hi Spencer, your reservation is confirmed for 9 people on 2013-06-23 at 7:29. We can hold your table for a maximum of 42 mins."
Cab,"Thank you for choosing taxiforsure for 2014-10-13 at 22:49. Cab:KA87S1766 , Chauffer: Bryce, Cell: 9111521622 will reach you. T&C apply, visit www.taxiforsure.com"
Reservation,"[Miss Florence Diner] Hi Sergio, your reservation is confirmed for 7 people on 2014-01-11 at 4:24. We can hold your table for a maximum of 15 mins."
Reservation,"[The New Riverside Cafe] Hi Nathaniel, your reservation is confirmed for 4 people on 2014-04-01 at 3:50. We can hold your table for a maximum of 22 mins."
Payment,Bill dated 2015-05-14 for Rs 559 has been generated for your Jio fixedline/broadband relationship no. 62774136. The same will reach you by 2015-05-17. Due date: 2015-05-29.
Bus,"* KSRTC m-Ticket *  from: KUMBAKONAM to: KIAL PsngrName: Devin TripCode: 1017KUMKIA PNR No.: J87704797 JnyDate: 2013-10-21 DepTime: 10:17  SeatNo.: 26, 39  Class: AC chair  BoardingPt: KUMBAKONAM Residency Road Txn Password: 5636 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Expiry,Maruti Auto Agency : Service of your car KA61F6822 is due in 41 days on 2014-11-22. Please contact us at 9824184687 to book a service.
Payment,Bill dated 2009-11-25 for Rs 817 has been generated for your Reliance fixedline/broadband relationship no. 74215153. The same will reach you by 2009-11-28. Due date: 2009-12-10.
Train,"PNR:5472232525,TRAIN:7332,DOJ:2011-12-27,AC3,BATL-BGKT,Dep:20:11, Gregory,B1 63 , Fare:5036,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC61827472 opened on 2010-08-02 2:45hrs,ETD of your car is 2010-08-03 11:17hrs and est.repair amt is Rs.2556 Rgds, Bimal Auto Agency"
